Alfa Romeo,159 Sportwagon,2.0 JTDm 16v (170),Alfa Romeo159 Sportwagon2.0 JTDm 16v (170)
Alfa Romeo,159 Sportwagon,2.2 JTS,Alfa Romeo159 Sportwagon2.2 JTS
Alfa Romeo,159 Sportwagon,2.4 JTDM,Alfa Romeo159 Sportwagon2.4 JTDM
Alfa Romeo,159 Sportwagon,2.4 JTDM Q4 (4x4),Alfa Romeo159 Sportwagon2.4 JTDM Q4 (4x4)
Alfa Romeo,159 Sportwagon,2.4 JTDM QTronic,Alfa Romeo159 Sportwagon2.4 JTDM QTronic
Alfa Romeo,159 Sportwagon,3.2 JTS V6 (4x2),Alfa Romeo159 Sportwagon3.2 JTS V6 (4x2)
Alfa Romeo,159 Sportwagon,3.2 JTS V6 Q4 (4x4),Alfa Romeo159 Sportwagon3.2 JTS V6 Q4 (4x4)
Alfa Romeo,159 Sportwagon,3.2 JTS V6 Q4 (4x4) QTronic,Alfa Romeo159 Sportwagon3.2 JTS V6 Q4 (4x4) QTronic
Alfa Romeo,Brera,1750 TBi,Alfa RomeoBrera1750 TBi
Alfa Romeo,Brera,2.0 JTDm,Alfa RomeoBrera2.0 JTDm
Alfa Romeo,Brera,2.2 JTS,Alfa RomeoBrera2.2 JTS
Alfa Romeo,Brera,2.4 JTDM,Alfa RomeoBrera2.4 JTDM
Alfa Romeo,Brera,2.4 JTDM QTronic,Alfa RomeoBrera2.4 JTDM QTronic
Alfa Romeo,Brera,3.2 JTS V6 (4x2),Alfa RomeoBrera3.2 JTS V6 (4x2)
Alfa Romeo,Brera,3.2 JTS V6 4x2,Alfa RomeoBrera3.2 JTS V6 4x2
Alfa Romeo,Brera,3.2 JTS V6 Q4,Alfa RomeoBrera3.2 JTS V6 Q4
Alfa Romeo,Brera,3.2 JTS V6 Q4 Automatic,Alfa RomeoBrera3.2 JTS V6 Q4 Automatic
Alfa Romeo,Brera,3.2 JTS V6 Q4 QTronic,Alfa RomeoBrera3.2 JTS V6 Q4 QTronic
Alfa Romeo,GT,1.8 TS,Alfa RomeoGT1.8 TS
Alfa Romeo,GT,1.9 JTDM 16v,Alfa RomeoGT1.9 JTDM 16v
Alfa Romeo,GT,1.9 JTDM 16v (170 bhp),Alfa RomeoGT1.9 JTDM 16v (170 bhp)
Alfa Romeo,GT,2.0 JTS,Alfa RomeoGT2.0 JTS
Alfa Romeo,GT,3.2 V6 24v,Alfa RomeoGT3.2 V6 24v
Alfa Romeo,MiTo,1.3 JTDM 90,Alfa RomeoMiTo1.3 JTDM 90
Alfa Romeo,MiTo,1.3 JTDm 95,Alfa RomeoMiTo1.3 JTDm 95
Alfa Romeo,MiTo,1.4 16v,Alfa RomeoMiTo1.4 16v
Alfa Romeo,MiTo,1.4 16v Junior (78CV),Alfa RomeoMiTo1.4 16v Junior (78CV)
Alfa Romeo,MiTo,1.4 16v TB 120,Alfa RomeoMiTo1.4 16v TB 120
Alfa Romeo,MiTo,1.4 16v TB 155,Alfa RomeoMiTo1.4 16v TB 155
Alfa Romeo,MiTo,1.4 TB MultiAir 135,Alfa RomeoMiTo1.4 TB MultiAir 135
Alfa Romeo,MiTo,1.4 TB MultiAir 170,Alfa RomeoMiTo1.4 TB MultiAir 170
Alfa Romeo,MiTo,1.6 JTDm 120,Alfa RomeoMiTo1.6 JTDm 120
Alfa Romeo,Spider,1750 TBi,Alfa RomeoSpider1750 TBi
Alfa Romeo,Spider,2.0 JTDm,Alfa RomeoSpider2.0 JTDm
Alfa Romeo,Spider,2.2 JTS,Alfa RomeoSpider2.2 JTS
Alfa Romeo,Spider,2.4 JTDM,Alfa RomeoSpider2.4 JTDM
Alfa Romeo,Spider,2.4 JTDM QTronic,Alfa RomeoSpider2.4 JTDM QTronic
Alfa Romeo,Spider,3.2 JTS V6 (4x2),Alfa RomeoSpider3.2 JTS V6 (4x2)
Alfa Romeo,Spider,3.2 JTS V6 4x2,Alfa RomeoSpider3.2 JTS V6 4x2
Alfa Romeo,Spider,3.2 JTS V6 Q4,Alfa RomeoSpider3.2 JTS V6 Q4
Alfa Romeo,Spider,3.2 JTS V6 Q4 QTronic,Alfa RomeoSpider3.2 JTS V6 Q4 QTronic
Aston Martin,DB9,Coupe & Convertible,Aston MartinDB9Coupe & Convertible
Aston Martin,DBS,Coupe & Convertible,Aston MartinDBSCoupe & Convertible
Aston Martin,Rapide,4 Door Sports,Aston MartinRapide4 Door Sports
Aston Martin,V12 Vantage,Hatchback,Aston MartinV12 VantageHatchback
Aston Martin,V8 Vantage,Hatchback & Convertible,Aston MartinV8 VantageHatchback & Convertible
Aston Martin,V8 Vantage,N400 Hatchback & Convertible,Aston MartinV8 VantageN400 Hatchback & Convertible
Audi,A3,1.4 TFSI 125ps,AudiA31.4 TFSI 125ps
Audi,A3,1.4 TFSI 125PS 7speed DSG,AudiA31.4 TFSI 125PS 7speed DSG
Audi,A3,1.6 102ps,AudiA31.6 102ps
Audi,A3,1.6 102ps Tiptronic,AudiA31.6 102ps Tiptronic
Audi,A3,1.6 FSI 115ps,AudiA31.6 FSI 115ps
Audi,A3,1.6 TDI 105PS S tronic,AudiA31.6 TDI 105PS S tronic
Audi,A3,1.6 TDIe 105PS with Stop-Start,AudiA31.6 TDIe 105PS with Stop-Start
Audi,A3,1.8 TFSI 160ps,AudiA31.8 TFSI 160ps
Audi,A3,1.8 TFSI 160PS 7speed DSG,AudiA31.8 TFSI 160PS 7speed DSG
Audi,A3,1.8 TFSI 160ps S-Tronic,AudiA31.8 TFSI 160ps S-Tronic
Audi,A3,1.9 e TDI 105ps,AudiA31.9 e TDI 105ps
Audi,A3,1.9 TDI 105ps,AudiA31.9 TDI 105ps
Audi,A3,2.0 CR TDI 140PS with Stop-Start,AudiA32.0 CR TDI 140PS with Stop-Start
Audi,A3,2.0 CR TDI 170PS,AudiA32.0 CR TDI 170PS
Audi,A3,2.0 CR TDI 170PS S-Tronic,AudiA32.0 CR TDI 170PS S-Tronic
Audi,A3,2.0 FSI 150ps,AudiA32.0 FSI 150ps
Audi,A3,2.0 FSI 150ps Tiptronic,AudiA32.0 FSI 150ps Tiptronic
Audi,A3,2.0 TDI 140ps,AudiA32.0 TDI 140ps
Audi,A3,2.0 TDI 140ps S-Tronic,AudiA32.0 TDI 140ps S-Tronic
Audi,A3,2.0 TDI 170ps,AudiA32.0 TDI 170ps
Audi,A3,2.0 TDI 170ps quattro,AudiA32.0 TDI 170ps quattro
Audi,A3,2.0 TDI 170ps quattro Sport,AudiA32.0 TDI 170ps quattro Sport
Audi,A3,2.0 TDI 170ps S-Tronic,AudiA32.0 TDI 170ps S-Tronic
Audi,A3,2.0 TDI quattro 170PS,AudiA32.0 TDI quattro 170PS
Audi,A3,2.0 TFSI 200ps,AudiA32.0 TFSI 200ps
Audi,A3,2.0 TFSI 200PS DSG,AudiA32.0 TFSI 200PS DSG
Audi,A3,2.0 TFSI 200ps quattro,AudiA32.0 TFSI 200ps quattro
Audi,A3,2.0 TFSI 200ps quattro S-tronic,AudiA32.0 TFSI 200ps quattro S-tronic
Audi,A3,2.0 TFSI 200ps S-Tronic,AudiA32.0 TFSI 200ps S-Tronic
Audi,A3,2.0 TFSI quattro 200PS DSG,AudiA32.0 TFSI quattro 200PS DSG
Audi,A3,2.0 TFSI quattro 200PS S-Tronic,AudiA32.0 TFSI quattro 200PS S-Tronic
Audi,A3,3.2 V6 250ps quattro,AudiA33.2 V6 250ps quattro
Audi,A3,3.2 V6 250ps quattro S-Tronic,AudiA33.2 V6 250ps quattro S-Tronic
Audi,A3,S3 2.0 TFSI 265ps quattro,AudiA3S3 2.0 TFSI 265ps quattro
Audi,A3,S3 2.0 TFSI 265ps quattro S-Tronic,AudiA3S3 2.0 TFSI 265ps quattro S-Tronic
Audi,A3 Cabriolet,1.2 TFSI 105PS,AudiA3 Cabriolet1.2 TFSI 105PS
Audi,A3 Cabriolet,1.6 102PS,AudiA3 Cabriolet1.6 102PS
Audi,A3 Cabriolet,1.6 TDI 105PS with Stop-Start,AudiA3 Cabriolet1.6 TDI 105PS with Stop-Start
Audi,A3 Cabriolet,1.8 TFSI 160ps,AudiA3 Cabriolet1.8 TFSI 160ps
Audi,A3 Cabriolet,1.8 TFSI 160ps S-Tronic,AudiA3 Cabriolet1.8 TFSI 160ps S-Tronic
Audi,A3 Cabriolet,1.9 TDI 105ps,AudiA3 Cabriolet1.9 TDI 105ps
Audi,A3 Cabriolet,2.0 TDI 140ps,AudiA3 Cabriolet2.0 TDI 140ps
Audi,A3 Cabriolet,2.0 TDI 140ps S-Tronic,AudiA3 Cabriolet2.0 TDI 140ps S-Tronic
Audi,A3 Cabriolet,2.0 TFSI 200ps,AudiA3 Cabriolet2.0 TFSI 200ps
Audi,A3 Cabriolet,2.0 TFSI 200ps S-Tronic,AudiA3 Cabriolet2.0 TFSI 200ps S-Tronic
Audi,A3 Sportback,1.4 TFSI 125ps,AudiA3 Sportback1.4 TFSI 125ps
Audi,A3 Sportback,1.4 TFSI 125PS 7speed DSG,AudiA3 Sportback1.4 TFSI 125PS 7speed DSG
Audi,A3 Sportback,1.4 TFSI 125ps 7speed DSG S-Tronic,AudiA3 Sportback1.4 TFSI 125ps 7speed DSG S-Tronic
Audi,A3 Sportback,1.6 102ps,AudiA3 Sportback1.6 102ps
Audi,A3 Sportback,1.6 102PS 7speed S-Tronic,AudiA3 Sportback1.6 102PS 7speed S-Tronic
Audi,A3 Sportback,1.6 102ps Tiptronic,AudiA3 Sportback1.6 102ps Tiptronic
Audi,A3 Sportback,1.6 FSI 115ps,AudiA3 Sportback1.6 FSI 115ps
Audi,A3 Sportback,1.6 TDI 105PS S tronic,AudiA3 Sportback1.6 TDI 105PS S tronic
Audi,A3 Sportback,1.6 TDIe 105PS with Stop-Start 1,AudiA3 Sportback1.6 TDIe 105PS with Stop-Start 1
Audi,A3 Sportback,1.6 TDIe 105PS with Stop-Start 2 ( Limited equipment ),AudiA3 Sportback1.6 TDIe 105PS with Stop-Start 2 ( Limited equipment )
Audi,A3 Sportback,1.8 TFSI 160ps,AudiA3 Sportback1.8 TFSI 160ps
Audi,A3 Sportback,1.8 TFSI 160PS 7speed DSG,AudiA3 Sportback1.8 TFSI 160PS 7speed DSG
Audi,A3 Sportback,1.8 TFSI 160ps 7speed DSG S-Tronic,AudiA3 Sportback1.8 TFSI 160ps 7speed DSG S-Tronic
Audi,A3 Sportback,1.8 TFSI 160ps S-Tronic,AudiA3 Sportback1.8 TFSI 160ps S-Tronic
Audi,A3 Sportback,1.9 e TDI 105ps,AudiA3 Sportback1.9 e TDI 105ps
Audi,A3 Sportback,1.9 TDI 105ps,AudiA3 Sportback1.9 TDI 105ps
Audi,A3 Sportback,2.0 CR TDI 170PS,AudiA3 Sportback2.0 CR TDI 170PS
Audi,A3 Sportback,2.0 CR TDI 170PS S-Tronic,AudiA3 Sportback2.0 CR TDI 170PS S-Tronic
Audi,A3 Sportback,2.0 FSI 150ps,AudiA3 Sportback2.0 FSI 150ps
Audi,A3 Sportback,2.0 FSI 150ps Tiptronic,AudiA3 Sportback2.0 FSI 150ps Tiptronic
Audi,A3 Sportback,2.0 TDI 140ps,AudiA3 Sportback2.0 TDI 140ps
Audi,A3 Sportback,2.0 TDI 140PS S-Tronic,AudiA3 Sportback2.0 TDI 140PS S-Tronic
Audi,A3 Sportback,2.0 TDI 170ps,AudiA3 Sportback2.0 TDI 170ps
Audi,A3 Sportback,2.0 TDI 170ps quattro,AudiA3 Sportback2.0 TDI 170ps quattro
Audi,A3 Sportback,2.0 TDI 170ps S-Tronic,AudiA3 Sportback2.0 TDI 170ps S-Tronic
Audi,A3 Sportback,2.0 TDI quattro 170PS,AudiA3 Sportback2.0 TDI quattro 170PS
Audi,A3 Sportback,2.0 TFSI 200ps,AudiA3 Sportback2.0 TFSI 200ps
Audi,A3 Sportback,2.0 TFSI 200ps quattro,AudiA3 Sportback2.0 TFSI 200ps quattro
Audi,A3 Sportback,2.0 TFSI 200ps quattro S-Tronic,AudiA3 Sportback2.0 TFSI 200ps quattro S-Tronic
Audi,A3 Sportback,2.0 TFSI 200ps S-Tronic,AudiA3 Sportback2.0 TFSI 200ps S-Tronic
Audi,A3 Sportback,2.0 TFSI quattro 200PS S-Tronic,AudiA3 Sportback2.0 TFSI quattro 200PS S-Tronic
Audi,A3 Sportback,3.2 V6 250ps quattro,AudiA3 Sportback3.2 V6 250ps quattro
Audi,A3 Sportback,3.2 V6 250ps quattro S-Tronic,AudiA3 Sportback3.2 V6 250ps quattro S-Tronic
Audi,A3 Sportback,S3 2.0 TFSI 265ps quattro,AudiA3 SportbackS3 2.0 TFSI 265ps quattro
Audi,A3 Sportback,S3 2.0 TFSI 265ps quattro S-Tronic,AudiA3 SportbackS3 2.0 TFSI 265ps quattro S-Tronic
Audi,A4 Allroad,2.0 TDI quattro 170PS with Stop-Start,AudiA4 Allroad2.0 TDI quattro 170PS with Stop-Start
Audi,A4 Allroad,2.0 TFSI quattro 211PS 7speed S-Tronic,AudiA4 Allroad2.0 TFSI quattro 211PS 7speed S-Tronic
Audi,A4 Allroad,3.0 V6 TDI quattro 240PS 7speed S-Tronic,AudiA4 Allroad3.0 V6 TDI quattro 240PS 7speed S-Tronic
Audi,A4 Avant,1.8 T 163ps,AudiA4 Avant1.8 T 163ps
Audi,A4 Avant,1.8 T 163ps Multitronic,AudiA4 Avant1.8 T 163ps Multitronic
Audi,A4 Avant,1.8 T 163ps quattro,AudiA4 Avant1.8 T 163ps quattro
Audi,A4 Avant,1.8 T quattro 163PS,AudiA4 Avant1.8 T quattro 163PS
Audi,A4 Avant,1.9 TDI 115ps,AudiA4 Avant1.9 TDI 115ps
Audi,A4 Avant,2.0 130ps,AudiA4 Avant2.0 130ps
Audi,A4 Avant,2.0 130ps Multitronic,AudiA4 Avant2.0 130ps Multitronic
Audi,A4 Avant,2.0 TDI 140ps,AudiA4 Avant2.0 TDI 140ps
Audi,A4 Avant,2.0 TDI 140ps Multitronic,AudiA4 Avant2.0 TDI 140ps Multitronic
Audi,A4 Avant,2.0 TDI 170ps,AudiA4 Avant2.0 TDI 170ps
Audi,A4 Avant,2.0 TDI 170ps quattro,AudiA4 Avant2.0 TDI 170ps quattro
Audi,A4 Avant,2.0 TDI quattro 170PS,AudiA4 Avant2.0 TDI quattro 170PS
Audi,A4 Avant,2.0 TFSI 200ps,AudiA4 Avant2.0 TFSI 200ps
Audi,A4 Avant,2.0 TFSI 200ps Multitronic,AudiA4 Avant2.0 TFSI 200ps Multitronic
Audi,A4 Avant,2.0 TFSI 200ps quattro,AudiA4 Avant2.0 TFSI 200ps quattro
Audi,A4 Avant,2.0 TFSI 200ps quattro Tiptronic,AudiA4 Avant2.0 TFSI 200ps quattro Tiptronic
Audi,A4 Avant,2.0 TFSI 220ps quattro Special Edition,AudiA4 Avant2.0 TFSI 220ps quattro Special Edition
Audi,A4 Avant,2.0 TFSI 220ps Special Edition,AudiA4 Avant2.0 TFSI 220ps Special Edition
Audi,A4 Avant,2.0 TFSI quattro 200PS,AudiA4 Avant2.0 TFSI quattro 200PS
Audi,A4 Avant,2.0 TFSI quattro 200PS Tiptronic,AudiA4 Avant2.0 TFSI quattro 200PS Tiptronic
Audi,A4 Avant,2.0 TFSI quattro 220PS Special Edition,AudiA4 Avant2.0 TFSI quattro 220PS Special Edition
Audi,A4 Avant,2.7 V6 TDI 180ps,AudiA4 Avant2.7 V6 TDI 180ps
Audi,A4 Avant,2.7 V6 TDI 180ps Multitronic,AudiA4 Avant2.7 V6 TDI 180ps Multitronic
Audi,A4 Avant,3.0 V6 TDI 233ps quattro,AudiA4 Avant3.0 V6 TDI 233ps quattro
Audi,A4 Avant,3.0 V6 TDI 233ps quattro Tiptronic,AudiA4 Avant3.0 V6 TDI 233ps quattro Tiptronic
Audi,A4 Avant,3.0 V6 TDI quattro 233PS,AudiA4 Avant3.0 V6 TDI quattro 233PS
Audi,A4 Avant,3.0 V6 TDI quattro 233PS Tiptronic,AudiA4 Avant3.0 V6 TDI quattro 233PS Tiptronic
Audi,A4 Avant,3.2 V6 256ps Multitronic,AudiA4 Avant3.2 V6 256ps Multitronic
Audi,A4 Avant,3.2 V6 256ps quattro,AudiA4 Avant3.2 V6 256ps quattro
Audi,A4 Avant,3.2 V6 256ps quattro Tiptronic,AudiA4 Avant3.2 V6 256ps quattro Tiptronic
Audi,A4 Avant,3.2 V6 quattro 256PS,AudiA4 Avant3.2 V6 quattro 256PS
Audi,A4 Avant,3.2 V6 quattro 256PS Tiptronic,AudiA4 Avant3.2 V6 quattro 256PS Tiptronic
Audi,A4 Saloon,1.8 T 163ps,AudiA4 Saloon1.8 T 163ps
Audi,A4 Saloon,1.8 T 163ps Multitronic,AudiA4 Saloon1.8 T 163ps Multitronic
Audi,A4 Saloon,1.8 T 163ps quattro,AudiA4 Saloon1.8 T 163ps quattro
Audi,A4 Saloon,1.8 T quattro 163PS,AudiA4 Saloon1.8 T quattro 163PS
Audi,A4 Saloon,1.9 TDI 115ps,AudiA4 Saloon1.9 TDI 115ps
Audi,A4 Saloon,2.0 130ps,AudiA4 Saloon2.0 130ps
Audi,A4 Saloon,2.0 130ps Multitronic,AudiA4 Saloon2.0 130ps Multitronic
Audi,A4 Saloon,2.0 TDI 140ps,AudiA4 Saloon2.0 TDI 140ps
Audi,A4 Saloon,2.0 TDI 140ps Multitronic,AudiA4 Saloon2.0 TDI 140ps Multitronic
Audi,A4 Saloon,2.0 TDI 170ps,AudiA4 Saloon2.0 TDI 170ps
Audi,A4 Saloon,2.0 TDI 170ps quattro,AudiA4 Saloon2.0 TDI 170ps quattro
Audi,A4 Saloon,2.0 TDI quattro 170PS,AudiA4 Saloon2.0 TDI quattro 170PS
Audi,A4 Saloon,2.0 TFSI 200ps,AudiA4 Saloon2.0 TFSI 200ps
Audi,A4 Saloon,2.0 TFSI 200ps Multitronic,AudiA4 Saloon2.0 TFSI 200ps Multitronic
Audi,A4 Saloon,2.0 TFSI 200ps quattro,AudiA4 Saloon2.0 TFSI 200ps quattro
Audi,A4 Saloon,2.0 TFSI 200ps quattro Tiptronic,AudiA4 Saloon2.0 TFSI 200ps quattro Tiptronic
Audi,A4 Saloon,2.0 TFSI 220ps quattro Special Edition,AudiA4 Saloon2.0 TFSI 220ps quattro Special Edition
Audi,A4 Saloon,2.0 TFSI 220ps Special Edition,AudiA4 Saloon2.0 TFSI 220ps Special Edition
Audi,A4 Saloon,2.0 TFSI quattro 200PS,AudiA4 Saloon2.0 TFSI quattro 200PS
Audi,A4 Saloon,2.0 TFSI quattro 200PS Tiptronic,AudiA4 Saloon2.0 TFSI quattro 200PS Tiptronic
Audi,A4 Saloon,2.0 TFSI quattro 220PS Special Edition,AudiA4 Saloon2.0 TFSI quattro 220PS Special Edition
Audi,A4 Saloon,2.7 V6 TDI 180ps,AudiA4 Saloon2.7 V6 TDI 180ps
Audi,A4 Saloon,2.7 V6 TDI 180ps Multitronic,AudiA4 Saloon2.7 V6 TDI 180ps Multitronic
Audi,A4 Saloon,3.0 V6 TDI 233ps quattro,AudiA4 Saloon3.0 V6 TDI 233ps quattro
Audi,A4 Saloon,3.0 V6 TDI 233ps quattro Tiptronic,AudiA4 Saloon3.0 V6 TDI 233ps quattro Tiptronic
Audi,A4 Saloon,3.0 V6 TDI quattro 233PS,AudiA4 Saloon3.0 V6 TDI quattro 233PS
Audi,A4 Saloon,3.0 V6 TDI quattro 233PS Tiptronic,AudiA4 Saloon3.0 V6 TDI quattro 233PS Tiptronic
Audi,A4 Saloon,3.2 V6 FSI 256ps Multitronic,AudiA4 Saloon3.2 V6 FSI 256ps Multitronic
Audi,A4 Saloon,3.2 V6 FSI 256ps quattro,AudiA4 Saloon3.2 V6 FSI 256ps quattro
Audi,A4 Saloon,3.2 V6 FSI 256ps quattro Tiptronic,AudiA4 Saloon3.2 V6 FSI 256ps quattro Tiptronic
Audi,A4 Saloon,3.2 V6 FSI quattro 256PS,AudiA4 Saloon3.2 V6 FSI quattro 256PS
Audi,A4 Saloon,3.2 V6 FSI quattro 256PS Tiptronic,AudiA4 Saloon3.2 V6 FSI quattro 256PS Tiptronic
Audi,A5 Cabriolet,1.8 TFSI 160PS,AudiA5 Cabriolet1.8 TFSI 160PS
Audi,A5 Cabriolet,1.8 TFSI 160PS Multitronic,AudiA5 Cabriolet1.8 TFSI 160PS Multitronic
Audi,A5 Cabriolet,2.0 CR TDI 170PS,AudiA5 Cabriolet2.0 CR TDI 170PS
Audi,A5 Cabriolet,2.0 TFSI 180PS Multitronic,AudiA5 Cabriolet2.0 TFSI 180PS Multitronic
Audi,A5 Cabriolet,2.0 TFSI 211PS Multitronic,AudiA5 Cabriolet2.0 TFSI 211PS Multitronic
Audi,A5 Cabriolet,2.0 TFSI 211PS with Stop-Start,AudiA5 Cabriolet2.0 TFSI 211PS with Stop-Start
Audi,A5 Cabriolet,2.0 TFSI quattro 211PS 7speed S-Tronic,AudiA5 Cabriolet2.0 TFSI quattro 211PS 7speed S-Tronic
Audi,A5 Cabriolet,2.7 V6 TDI 190PS,AudiA5 Cabriolet2.7 V6 TDI 190PS
Audi,A5 Cabriolet,2.7 V6 TDI 190PS Multitronic,AudiA5 Cabriolet2.7 V6 TDI 190PS Multitronic
Audi,A5 Cabriolet,3.0 V6 TDI quattro 240PS 7speed S-Tronic,AudiA5 Cabriolet3.0 V6 TDI quattro 240PS 7speed S-Tronic
Audi,A5 Cabriolet,3.2 V6 265PS 7speed S-Tronic,AudiA5 Cabriolet3.2 V6 265PS 7speed S-Tronic
Audi,A5 Cabriolet,3.2 V6 265PS Multitronic,AudiA5 Cabriolet3.2 V6 265PS Multitronic
Audi,A5 Cabriolet,S5 Cabriolet 3.0 V6 quattro 333PS 7speed S-Tronic,AudiA5 CabrioletS5 Cabriolet 3.0 V6 quattro 333PS 7speed S-Tronic
Audi,A5 Coupe,1.8 TFSI 160PS,AudiA5 Coupe1.8 TFSI 160PS
Audi,A5 Coupe,1.8 TFSI 160PS Multitronic,AudiA5 Coupe1.8 TFSI 160PS Multitronic
Audi,A5 Coupe,1.8 TFSI 170ps,AudiA5 Coupe1.8 TFSI 170ps
Audi,A5 Coupe,1.8 TFSI 170PS Multitronic,AudiA5 Coupe1.8 TFSI 170PS Multitronic
Audi,A5 Coupe,2.0 CR TDI 170PS,AudiA5 Coupe2.0 CR TDI 170PS
Audi,A5 Coupe,2.0 CR TDI 170PS with Stop-Start,AudiA5 Coupe2.0 CR TDI 170PS with Stop-Start
Audi,A5 Coupe,2.0 CR TDI quattro 170PS,AudiA5 Coupe2.0 CR TDI quattro 170PS
Audi,A5 Coupe,2.0 CR TDI quattro 170PS with Stop-Start,AudiA5 Coupe2.0 CR TDI quattro 170PS with Stop-Start
Audi,A5 Coupe,2.0 FSI 180PS,AudiA5 Coupe2.0 FSI 180PS
Audi,A5 Coupe,2.0 FSI 180PS Multitronic,AudiA5 Coupe2.0 FSI 180PS Multitronic
Audi,A5 Coupe,2.0 FSI 180PS with Stop-Start,AudiA5 Coupe2.0 FSI 180PS with Stop-Start
Audi,A5 Coupe,2.0 TFSI 210PS,AudiA5 Coupe2.0 TFSI 210PS
Audi,A5 Coupe,2.0 TFSI 211PS,AudiA5 Coupe2.0 TFSI 211PS
Audi,A5 Coupe,2.0 TFSI 211PS Multitronic,AudiA5 Coupe2.0 TFSI 211PS Multitronic
Audi,A5 Coupe,2.0 TFSI 211PS with Stop-Start,AudiA5 Coupe2.0 TFSI 211PS with Stop-Start
Audi,A5 Coupe,2.0 TFSI quattro 210PS,AudiA5 Coupe2.0 TFSI quattro 210PS
Audi,A5 Coupe,2.0 TFSI quattro 211PS,AudiA5 Coupe2.0 TFSI quattro 211PS
Audi,A5 Coupe,2.0 TFSI quattro 211ps 7speed S-Tronic,AudiA5 Coupe2.0 TFSI quattro 211ps 7speed S-Tronic
Audi,A5 Coupe,2.0 TFSI quattro 211PS with Stop-Start,AudiA5 Coupe2.0 TFSI quattro 211PS with Stop-Start
Audi,A5 Coupe,2.7 V6 TDI 190PS Multitronic,AudiA5 Coupe2.7 V6 TDI 190PS Multitronic
Audi,A5 Coupe,3.0 V6 TDI 240ps quattro,AudiA5 Coupe3.0 V6 TDI 240ps quattro
Audi,A5 Coupe,3.0 V6 TDI 240PS quattro S-tronic,AudiA5 Coupe3.0 V6 TDI 240PS quattro S-tronic
Audi,A5 Coupe,3.0 V6 TDI quattro 240PS,AudiA5 Coupe3.0 V6 TDI quattro 240PS
Audi,A5 Coupe,3.0 V6 TDI quattro 240PS DPF,AudiA5 Coupe3.0 V6 TDI quattro 240PS DPF
Audi,A5 Coupe,3.0 V6 TDI quattro 240PS Tiptronic,AudiA5 Coupe3.0 V6 TDI quattro 240PS Tiptronic
Audi,A5 Coupe,3.2 V6 265ps Multitronic,AudiA5 Coupe3.2 V6 265ps Multitronic
Audi,A5 Coupe,3.2 V6 265ps quattro,AudiA5 Coupe3.2 V6 265ps quattro
Audi,A5 Coupe,3.2 V6 quattro 265PS,AudiA5 Coupe3.2 V6 quattro 265PS
Audi,A5 Coupe,3.2 V6 quattro 265PS Tiptronic,AudiA5 Coupe3.2 V6 quattro 265PS Tiptronic
Audi,A5 Coupe,4.2 V8 353ps quattro,AudiA5 Coupe4.2 V8 353ps quattro
Audi,A5 Sportback,2.0 FSI 211PS Multitronic,AudiA5 Sportback2.0 FSI 211PS Multitronic
Audi,A5 Sportback,2.0 FSI quattro 211PS with Stop-Start,AudiA5 Sportback2.0 FSI quattro 211PS with Stop-Start
Audi,A5 Sportback,2.0 TDI 143PS Multitronic,AudiA5 Sportback2.0 TDI 143PS Multitronic
